id,ref,pred,wer,len,weighted_wer,duration
U_828dcfb8868ed685,twelve,twelve,0.0,1,0.0,1.135
U_828ffb9f8a989a6c,grape,grape,0.0,1,0.0,0.697
U_8292a87e759f0f8d,she has like test tubes and all that stuff,she has like test tubes and all that stuff,0.0,9,0.0,2.674
U_8294bea6171582d1,h house,h house,0.0,2,0.0,3.126
U_829beb064083be1c,are,are,0.0,1,0.0,0.743
U_82ab934c72eb3c0a,k key,k key,0.0,2,0.0,3.434
U_82aef8cffd0b330c,mother,mother,0.0,1,0.0,1.058
U_82afcaa6f00d7886,group,group,0.0,1,0.0,0.878
U_82b40ac453ffcf55,reading,reading,0.0,1,0.0,1.252
U_82bb6209d7ce1f65,mother,mother,0.0,1,0.0,0.731
U_82c1369704db8ebf,rabbit,rabbit,0.0,1,0.0,0.949
U_82c4245dacf49397,ring,ring,0.0,1,0.0,1.245
U_82c9426db163c89a,i like sharing with my brother,i like sharing with my brother,0.0,6,0.0,4.769
U_82c9b74bc915495b,a ship,a ship,0.0,2,0.0,0.91
U_82d3c940815a700b,they say bye bye,they say bye bye,0.0,4,0.0,2.032
U_82d67637be2a3a7c,octopus,oct,1.0,1,1.0,0.998
U_82dcb7cebbfe88e3,i earned it said tess,i earned it said tess,0.0,5,0.0,4.106
U_82dee3620b70a525,raw,raw,0.0,1,0.0,0.742
U_82e0c967cca1f405,chair,chair,0.0,1,0.0,0.958
U_82e13b91dc3a8a01,graduate,graduate,0.0,1,0.0,1.101
U_82e3956d7e26af37,foo,foo,0.0,1,0.0,0.687
U_82e5e09a1e81a427,milkie milk,looking looks,1.0,2,2.0,1.092
U_82e68a672a5c7e08,rose,rose,0.0,1,0.0,0.983
U_82ea16df0320827a,look_it,look it,0.0,1,0.0,0.54
U_82ea46be9fe5bb1b,and she's like trying to,and she's like trying to,0.0,5,0.0,2.054
U_82f340ff8c899bad,run,run,0.0,1,0.0,1.873
U_82f743abbc14791a,uh one cup,a one cup,0.5,3,1.5,1.737
U_82f7fe1a8cb6e5e2,it's messy,it's messy,0.0,2,0.0,1.453
U_82ff4d416d5776fa,my mom has an electric toothbrush,my mom has an electric toothbrush,0.0,6,0.0,3.288
U_82ff873530d8eab4,the dog went to the um a doctor nearby,the dog went to the um a doctor nearby,0.0,9,0.0,4.58
U_830228d7c530f958,rake,rake,0.0,1,0.0,0.996
U_83080cafe8a84aca,okay,okay,0.0,1,0.0,0.834
U_830d2896f019d500,cookies,cookies,0.0,1,0.0,1.771
U_83164d159aa15f0c,star,star,0.0,1,0.0,1.123
U_8318ddba5a4d4457,i,i,0.0,1,0.0,0.811
U_8326bf2e0106b88a,a lot of books,a lot of books,0.0,4,0.0,1.238
U_8328734b474a1c5d,and they fell in and they walked on,and they fell in and they walked on,0.0,8,0.0,6.292
U_833366e9b76b26d6,fruits and vegetables,and vegetables,0.3333333333333333,3,1.0,1.384
U_83506a487e0cda45,yes it's like three in one,yes it's like three in one,0.0,6,0.0,2.261
U_835be53eb50c656f,but they could see part of the castle,but they could see part of the castle,0.0,8,0.0,3.456
U_836acf24d15c1155,rude,rude,0.0,1,0.0,0.566
U_836b13872e9636a6,she's painting,she's painting,0.0,2,0.0,2.259
U_836f17c1db261697,thirsty,thirsty,0.0,1,0.0,1.307
U_83790b7c6d462fcd,i would grab i would grab the paper,i would grab i would grab the paper,0.0,8,0.0,2.658
U_83791f54ef5891d9,rip,rip,0.0,1,0.0,1.029
U_838244af1b0f93a4,far,far,0.0,1,0.0,0.92
U_838fae92df369737,mhm,mhm,0.0,1,0.0,0.605
U_83962783316e6b8b,watch out,mm watch out,0.0,2,0.0,2.205
U_839d3127fc236152,two shoe,two shoe,0.0,2,0.0,0.902
U_83aa5e3b5ddbd30d,rock,rock,0.0,1,0.0,1.045
U_83b6c3c227185828,or it can be very loud,or it it can be very loud,0.1666666666666666,6,1.0,1.779
U_83b8988208a440cf,h house hall,h house hall,0.0,3,0.0,4.086
U_83bab7ddbce1b5df,hurt,hurt,0.0,1,0.0,0.857
U_83bc9b6641c220c9,i don't know what that's called,i don't know what that's called,0.0,6,0.0,3.27
U_83bd1068e78fd624,i don't see a lot of carrots,i don't see a lot of carrots,0.0,7,0.0,2.327
U_83c0b01be0225328,two foos,two foos,0.0,2,0.0,1.289
U_83c136984209d588,door,door,0.0,1,0.0,0.572
U_83cc69f42d40c72b,pandabear,pandabear,0.0,1,0.0,1.685
U_83d4ba0bd24d1ceb,eleven,eleven,0.0,1,0.0,1.025
U_83d9a54ab34983a7,uh i build jenga,uh i build jenga,0.0,4,0.0,2.685
U_83e03395b5ea886a,what's this,what's this,0.0,2,0.0,1.143
U_83e46445a7106abf,comb,coat,1.0,1,1.0,0.916
U_83ee39b5d68bf185,bike kite five,bike kite five,0.0,3,0.0,5.419
U_83ef7cc80decd30f,and i see a snail,and i see a snail,0.0,5,0.0,2.187
U_83f2fc4f724dee6a,roots,roots,0.0,1,0.0,1.082
U_840a50b7261e6abe,i buckle up,i buckle up,0.0,3,0.0,4.183
U_8422dac525b62a76,tire,tire,0.0,1,0.0,1.158
U_842365fb3a90180b,ty bounced the ball on the floor,ty bounced the ball on the floor,0.0,7,0.0,4.953
U_842e3f72fe8cc4d6,read,read,0.0,1,0.0,0.829
U_84321f420513e6c6,wait how long is this going to take,wait how long is this going to take,0.0,7,0.0,4.172
U_84374ebf2afb899c,okay,okay,0.0,1,0.0,1.299
U_844b2a3492935d57,decided to throw a party for mr bee,i decided to throw a party for mister bee,0.125,8,1.0,3.294
U_844b7b83e0b6640b,papa says the fish are smart,papa says the fish are smart,0.0,6,0.0,3.25
U_844f793ea9970faf,he's buckling his seatbelt,buckling his seatbelt,0.4,4,1.6,2.779
U_844fcbba0aaf275b,robe,robe,0.0,1,0.0,0.982
U_8455e53d4c431520,door,door,0.0,1,0.0,0.664
U_8458db13c0ccf644,now she has a seat,and see it has a seat,0.6,5,3.0,3.192
U_845a56dee60ede15,yes and then her and then and then her made a mess in the workshop and then we need clean it up next time,yes and then her and then and then her made a mess in the workshop and we need to get up next time,0.125,24,3.0,9.843
U_846038f6fc7e90b8,teacher,teacher,0.0,1,0.0,1.294
U_846229faa68abd93,because i like to sing,because i like to sing,0.0,5,0.0,1.33
U_84683c540dd58ea5,nurse,nurse,0.0,1,0.0,1.15
U_846b78faecced88c,so there's a boy,so there's a boy,0.0,4,0.0,2.28
U_846eea30ecf1610c,l leaf lion,l leaf lion,0.0,3,0.0,6.054
U_847372c30b48b80c,um it it a barbie movie,um it it's a bobby movie,0.4,6,2.4000000000000004,3.309
U_84758d9a30a97c5e,grow,grow,0.0,1,0.0,1.029
U_84759ccb5c21df5b,my gosh,oh my gosh,0.5,2,1.0,1.462
U_84828541ce23ed34,yes,what's going on,4.0,1,4.0,1.1
U_84885c67fe0ce322,beard,beard,0.0,1,0.0,0.932
U_8488a4884b745e4f,plate,plate,0.0,1,0.0,1.089
U_848a2ab3da56c4ad,string,string,0.0,1,0.0,1.593
U_848b361c96b36aec,y yoyo,y yoyo,0.0,2,0.0,1.524
U_8498b37c0bd8fb43,we comed here because um for a reception for my uncle,we were we come here because um for a reception from my uncle,0.4,11,4.4,5.988
U_84993b0f0ea7b3db,you must always,you must always,0.0,3,0.0,1.429
U_849f8b42922d2445,run,run,0.0,1,0.0,0.511
U_84a5cd761ed5d058,rug,rug,0.0,1,0.0,0.69
U_84a62122ec22d0c7,a snail shell,a snail shell,0.0,3,0.0,1.671
U_84badfb8e705ea4d,turn,turn,0.0,1,0.0,0.877
U_84bcbb967ff8d064,not really,not really,0.0,2,0.0,5.129
U_84c56adfc06e3b5f,one day all the the bees directly and,one day all the the bees directly and,0.0,8,0.0,7.361
U_84caca4851636483,gear,gear,0.0,1,0.0,0.726
U_84cd9637e2c23ff6,vampire,vampire,0.0,1,0.0,1.3
U_84dcbcbd8b36badd,nineteen minus one equals eighteen,nineteen minus one equals eighteen,0.0,5,0.0,6.458
U_84deda130aa0a217,crying,crying,0.0,1,0.0,0.686
U_84e247d858c16466,rock,rock,0.0,1,0.0,0.951
U_84e3bb1af977ac65,scare,scare,0.0,1,0.0,1.137
U_84e778a0a07dafd1,and all the frogs was saying bye,and the then all the frogs was in hi,0.5714285714285714,7,4.0,9.373
U_84e7d7373e21234b,then the giraffe feels very proud of himself and the elephant thinks he is looks cute that way,then the giraffe feels very proud of himself and the elephant thinks he looks cute that way,0.0555555555555555,18,1.0,6.675
U_84e93472f7c4ce33,beard,beard,0.0,1,0.0,1.176
U_84eff26ea26a87c6,w watch,w watch,0.0,2,0.0,2.431
U_84f35ba9aa45bd18,no,mm no,0.0,1,0.0,1.51
U_84f4f2608d6eae70,she's icing the cupcakes,she's icing the cupcakes,0.0,4,0.0,6.699
U_84f841c2021607ae,the diaper bag,the diaper bead,0.3333333333333333,3,1.0,1.378
U_84f8e821f4902554,w wagon,w wagon,0.0,2,0.0,2.116
U_84f9c46c3fcfdb6f,drum,drum,0.0,1,0.0,1.173
U_84fa75afb1f3da20,abracadabra,abracadabra,0.0,1,0.0,1.836
U_84fd0b1fc2a4108a,x ox,xox,1.0,2,2.0,1.808
U_8502dcc318914f85,monkey,monkey,0.0,1,0.0,0.525
U_850454e2dd352c1a,rose,rose,0.0,1,0.0,0.704
U_8509a00011e0e3e9,he's writing down stuff,he's writing down stuff,0.0,4,0.0,1.813
U_850dbb87cbd315c1,okay,it's okay,2.0,1,2.0,1.106
U_851b35729e1f6763,she,sheep,1.0,1,1.0,2.2
U_851d5b3a56284bbf,t um t,t um t,0.0,3,0.0,6.639
U_852180204a387ae9,it's called millie and the cat,it's called mm million a cat,0.4285714285714285,6,2.571428571428571,5.019
U_85232ac28551098c,yellow,yellow,0.0,1,0.0,0.724
U_852570ccc4ff58d0,roo,roo,0.0,1,0.0,0.895
U_852f30d36e826102,cat,carrot,1.0,1,1.0,1.296
U_85325162b20ceabf,trout,shrek,1.0,1,1.0,1.284
U_85462daf8595398f,so she got to choose choose the house as long it's in as long as it's not too expensive,as long as it's in as long as it's not too expensive,0.4285714285714285,19,8.142857142857142,11.405
U_854cf05ad9ef34a3,the the elephant and the zebra the the zebra we're going playing ball,the the elephant and the zebra i mean the yes zebra we're going playing ball,0.2307692307692307,13,3.0,12.912
U_8551e7c90ee2431c,g guitar,g guitar,0.0,2,0.0,4.304
U_8553ac7a005958e0,it's very safe,the fire is safe,0.75,3,2.25,1.65
U_8556dc0d75404dea,yes,yes,0.0,1,0.0,1.697
U_855e6a1b54e669e5,no,no,0.0,1,0.0,4.063
U_855ff33cab043cdc,red,red,0.0,1,0.0,0.854
U_8562368bad97208b,pray,pray,0.0,1,0.0,1.649
U_856bf1d95f0385a2,y,y,0.0,1,0.0,2.564
U_85754715113ae954,hammer,hammer,0.0,1,0.0,0.53
U_857646b037dc1f75,book foot good hook,book foot good hook,0.0,4,0.0,4.441
U_857d24ff8062704a,yes,yes,0.0,1,0.0,0.638
U_85898e5ef3d4587e,wrong,wrong,0.0,1,0.0,0.768
U_858de2b1c2b4dcab,and he said put his shoes on,and he said put his shoes on him,0.1428571428571428,7,1.0,4.552
U_858e1409b3c33cf8,uh maybe he's a pet or something,uh maybe he's a pet or something,0.0,7,0.0,6.75
U_859959a7d87d40e7,eight,eight,0.0,1,0.0,1.473
U_859adf6f2bd46332,and then you take a spoon,and then you take a spoon,0.0,6,0.0,3.014
U_859ee80b75141e8a,flower,flower,0.0,1,0.0,0.984
U_85a1f32dad8f3a1b,can i color the pictures,can i color the pixels,0.2,5,1.0,2.761
U_85a253146413f283,dark,dark,0.0,1,0.0,0.855
U_85a60b3147b10ed1,rat,rae,1.0,1,1.0,0.939
U_85a73e41c10b5789,up here,i don't know,2.0,2,4.0,1.307
U_85a7f0246603cfd0,share,share,0.0,1,0.0,0.968
U_85bc12bffa124d97,woo,a buggy whoa,3.0,1,3.0,2.925
U_85bcd3722a7cdbe6,chair,chair,0.0,1,0.0,0.64
U_85be1ee113158b5c,bread,bread,0.0,1,0.0,1.045
U_85be76ee7731221e,her,her,0.0,1,0.0,0.884
U_85c66ad7f4a7297d,so i got to see all the fish,so i got to see all the fish,0.0,8,0.0,2.027
U_85ce821517819f0d,so like,so like,0.0,2,0.0,3.119
U_85e1307e7ecf3c4d,um,um,0.0,1,0.0,1.545
U_85e1c8e574fa76ec,no,no,0.0,1,0.0,1.381
U_85ea3a4fc8637729,strong,strong,0.0,1,0.0,1.478
U_85edfbd85679ac6e,two bribs,two bribs,0.0,2,0.0,1.07
U_85ef15e75f95c29b,three,three,0.0,1,0.0,1.565
U_85efc668e9a87b70,then the elephant's ball bounces in the water,then the elephant's ball bounces into the water,0.1111111111111111,8,0.8888888888888888,3.587
U_85f79d48fa211c79,eleven,eleven,0.0,1,0.0,1.273
U_85fd9ab08acd4256,home i mean window,home i mean window,0.0,4,0.0,2.343
U_8600d31316845c3c,tess was sitting around the house one sunny afternoon,tess was sitting around the house one sunny afternoon,0.0,9,0.0,5.187
U_86080e3cdbb64efa,mhm,mhm,0.0,1,0.0,1.329
U_8608e445e61ac14f,and then then and then she started flying flying it,and then and then she started flying flying it,0.1,10,1.0,5.9
U_8611b7b62cff921a,and that's about all i see,and that's about all i see,0.0,6,0.0,1.34
U_86123caf6b810767,no you can,and you can,0.3333333333333333,3,1.0,1.897
U_8626914d738d3733,i get the paint out with paintbrushes,i get the paint out with paint brushes,0.2857142857142857,7,2.0,4.447
U_8635061ee81e6f60,trash,trash,0.0,1,0.0,0.852
U_86366a1381fb8d46,go,go,0.0,1,0.0,0.708
U_863b61f03831058b,helicopter,helicopter,0.0,1,0.0,1.075
U_8642d016880de7b8,bird purple dirt earthworm burp,birds purple dirt earth worms burp,0.6,5,3.0,5.824
U_8644b79db5edf1f4,a bed,a bed,0.0,2,0.0,1.255
U_864542bf6371fd2e,i play this first,why is babies full,1.0,4,4.0,1.129
U_864b8febb074b2eb,i think he thinks he's a pilot,and he thinks he's a pilot,0.25,7,1.75,1.624
U_8656ba31a8f463c4,boy toy voice,boy toy voice,0.0,3,0.0,3.113
U_867433ea03da6225,run,run,0.0,1,0.0,0.753
U_8677e54581e5ac3d,reach,reach,0.0,1,0.0,1.38
U_867d24c929336f8d,scare,scare,0.0,1,0.0,0.967
U_867f758407ca6754,bird,bird,0.0,1,0.0,0.746
U_8683f839f69d38fa,two snacks,two snacks,0.0,2,0.0,2.092
U_868ba70186db34b1,it does,it's done,1.0,2,2.0,0.907
U_868df41a0833e22e,beard,beard,0.0,1,0.0,1.076
U_869bd9e1d4eb81af,raft,raft,0.0,1,0.0,0.738
U_869e5b37a8ea82e1,because because this is not his body and this is just his head,because this is not his body and this is just his head,0.0769230769230769,13,1.0,5.361
U_86ad4afb5e0e34af,or like a gecko right,or like a gecko right,0.0,5,0.0,2.376
U_86b02b974cce84ae,yes,yes,0.0,1,0.0,0.975
U_86b182b97b0c0fb2,they shout it's a puppy,they shout it's a puppy,0.0,5,0.0,1.905
U_86b8da42fb2acdaf,crow,core,1.0,1,1.0,0.783
U_86b9d3b85395714c,and they put a seed in it,and put a seed in it,0.1428571428571428,7,1.0,1.157
U_86c24f45d0c48760,door,door,0.0,1,0.0,0.808
U_86c32317ee60d758,reading,reading,0.0,1,0.0,1.215
U_86c8f0cdc112fd73,and you um put your shirt on,and you um put your shirt on,0.0,7,0.0,3.718
U_86cd64634f25b05e,i guess,i guess,0.0,2,0.0,0.865
U_86cf70ab2f3a6554,and dry my hands,and dry my hands,0.0,4,0.0,0.888
U_86dc78e003c89a86,yes,yes,0.0,1,0.0,0.868
U_86de549af18b568d,yes and watch some tv,yes and we watch some movies,0.4,5,2.0,1.506
U_86e2f52873733a0c,i think that the potty,it's six times the time,1.0,5,5.0,4.262
U_86e3b18cceb3e00f,one day all the bees decide to throw a party miss for mister bee,one day all the bees decided to throw a party miss for mister bee,0.0714285714285714,14,1.0,4.619
U_86e40c4b1d3d3c54,frosted flakes,frosted flakes,0.0,2,0.0,1.429
U_86e8c65821897ab6,trip,trip,0.0,1,0.0,1.958
U_86e9a022a5c79ac4,but i can't,but i can't,0.0,3,0.0,1.523
U_86ea52269d46295d,we looked around at the toys and we went to that clothes and sometimes we go to chucky_cheese's,and we looked around at the toys and we went to the clothes and sometimes we go to check cheeses,0.25,18,4.5,8.872
U_86f3b4942ae9bf6a,more plants,more plants,0.0,2,0.0,3.07
U_86f4556bf44c7de8,crack,crack,0.0,1,0.0,0.856
U_86f97421184e0bfd,dark,dark,0.0,1,0.0,0.75
U_86fc41f24b3ad0c7,like a math person,like a math person,0.0,4,0.0,2.966
U_86ff7b6d7ddccdd0,not the wiggly one,not the wiggly one,0.0,4,0.0,1.021
U_8700d17d811b37c6,that's why we're in ohio,that's why we're in ohio,0.0,5,0.0,1.583
U_87074a175c4d24b8,and then some sprinkles,and then some sprinkles,0.0,4,0.0,1.698
U_870a089b0bb7a89f,because if it was really if it was hot he would just be wearing a tshirt,because if it was really if it was hot he would just be wearing a tee shirt,0.125,16,2.0,5.381
U_870ab38ebb0e3fca,he just like he's just like ah,he's just like he's just like ah,0.125,7,0.875,3.489
U_870f716d261c51da,then i put it in the holes,then i put it in the holes,0.0,7,0.0,1.929
U_872161fca1bd3cab,the towel,a towel,0.5,2,1.0,1.16
U_87254e181c221696,grew,grew,0.0,1,0.0,1.257
U_87288e8d780948c7,rock,rock,0.0,1,0.0,0.804
U_87337e207b265daf,one playground,one playground,0.0,2,0.0,2.868
U_87389d91cd19d3b8,broom,broom,0.0,1,0.0,0.875
U_8738da50acf274fc,turn,turn,0.0,1,0.0,0.627
U_875288321715e99b,turn,turn,0.0,1,0.0,0.847
U_87568a1b7c89f68e,weird,weird,0.0,1,0.0,1.219
U_8758da291fc44728,all the people ran towards them,all the people ran towards them,0.0,6,0.0,3.55
U_8760807a5f9c69a5,root,root,0.0,1,0.0,0.827
U_87617a373f9866c4,what,what,0.0,1,0.0,1.314
U_8764c37496ca6e04,buzzer,dada,1.0,1,1.0,1.077
U_879bf9540dae5aaa,it has a really cool string at the end,it has a really cool string at the end,0.0,9,0.0,3.054
U_879ffc6fb6a5f33d,i don't like sweatpants though that's why i don't wear them,that's why i don't wear them,0.4285714285714285,11,4.714285714285714,3.749
U_87a6b1a7429e4019,because you have to put something else on,because you have to put something else on it,0.25,8,2.0,4.747
U_87bac2a76d0baca5,deer,deer,0.0,1,0.0,1.167
U_87c63792c7ee6b15,yes,yes,0.0,1,0.0,0.673
U_87cb5e60cd35b408,now we have two yocks,now we have two yocks,0.0,5,0.0,2.088
U_87d665d845f7c409,heed hayed head hid had hod hod hood hooed howed hud,heed hayed head hid had hod he hod hood hooed howed hud,0.0909090909090909,11,1.0,17.598
U_87d8a9bf9854b75c,you know mommy one day spanked our butts,even mommy will have nice big old pots,1.0,8,8.0,3.063
U_87db722dd6d94cde,i can't do it,i can do it,0.2,4,0.8,0.977
U_87dd9821b97a86a4,the other bees tried balloons,the other bees tried balloons,0.0,5,0.0,3.044
U_87fc391e025af28a,what are those called,what are those called,0.0,4,0.0,1.38
U_87fe5d11fee7ac0a,clear,clear,0.0,1,0.0,1.033
U_8807819cfca11da5,he saw kangaroo there too,he saw a kangaroo there too,0.2,5,1.0,4.691
U_880cf61c2613bedd,so she asked her mom if she could go to the park,so she asked her mom if she could go to the park,0.0,12,0.0,3.626
U_8816ce9203360902,um from mcdonalds,i have some mcdonalds,1.5,3,4.5,1.284
U_881c5457aa89a148,girth,girth,0.0,1,0.0,1.158
U_882b19b0078a2622,three swings are for a lot of kids,they're friends for a lot of kids,0.375,8,3.0,3.582
U_882ff8fed4607c74,so people were surprised when they saw a woman djembe player,so people were surprised when they saw a woman djembe player,0.0,11,0.0,4.921
U_8841bf5709a101f6,row,row,0.0,1,0.0,0.853
U_884b9b7877f1e5ea,door,door,0.0,1,0.0,1.091
U_88610d2f43ee63a3,apple,apple,0.0,1,0.0,1.252
U_88629e8f66eb3bb4,b boy,b boy,0.0,2,0.0,2.463
U_88673a2c288ad779,and i'd ask them if they want to play with it with me,and i'd ask them if they want to play with it with me,0.0,12,0.0,3.352
U_8869b4983466b674,here's the light thing,here's the light bulb,0.2,4,0.8,1.846
U_886b4f82cd98277e,i just forgot the word,i just forgot the word,0.0,5,0.0,0.97
U_886ce23fda1e2f94,skacks,skacks,0.0,1,0.0,1.24
U_88712c6b223f3109,girl,girl,0.0,1,0.0,1.271
U_8876013fd2b0c02e,like a unicorn thingie,yes i'm learning how to sew on something like a unicorn thingy,2.5,4,10.0,4.943
U_887d1e4845fa3678,so it was a,so it was a,0.0,4,0.0,2.023
U_887e4a305e70634b,ty never wanted to go to the park so tess had to convince him at the,ty never wanted to go to the park so tess had to convince him at the,0.0,16,0.0,6.733
U_887ea4263b1cbb78,eighteen,eighteen,0.0,1,0.0,1.431
U_8884f460729aee23,and bunny tried to take it off for him,and bunny tried to take it off for him,0.0,9,0.0,4.785
U_88853840c67e6169,butter and syrup on it,um i put butter and syrup on it,0.4,5,2.0,5.817
U_888ea2ef7c0ae9eb,these are the baby's plates,these are the babies plates,0.3333333333333333,5,1.6666666666666663,1.664
U_888eb55b9dd7d316,um a train,um a train,0.0,3,0.0,5.045
U_8899f8081a1b3fd2,rude,rude,0.0,1,0.0,1.13
U_88a14d4b0e415785,year,year,0.0,1,0.0,0.912
U_88b0e6851a49ad9c,two hundred,two hundred,0.0,2,0.0,4.065
U_88b249b9fb23b35e,dark,dark,0.0,1,0.0,0.749
U_88b74be5896e975e,guitar,guitar,0.0,1,0.0,0.563
U_88bdc1686a123c84,like um,like a,1.0,2,2.0,2.882
U_88bddc8acce87a64,where does it hook,where does it took,0.25,4,1.0,1.449
U_88c6391655877887,it rolled right past ty's feet,it rolled right past ty's feet,0.0,6,0.0,2.643
U_88c808b57d741e57,two yocks,two yocks,0.0,2,0.0,1.955
U_88c80c5a1bcc9461,you can go but take your brother,you can go but take your brother,0.0,7,0.0,3.151
U_88d26f456a7679fc,rock,rock,0.0,1,0.0,0.838
U_88e204c96b6037f3,mhm,mhm,0.0,1,0.0,0.502
U_88e6585efe3d03b2,you ain't hiding,you ain't hiding,0.0,3,0.0,1.078
U_88ed63ed1b6479a2,straw,straw,0.0,1,0.0,1.022
U_88f4355f75c8e18a,one kell,one kell,0.0,2,0.0,1.487
U_88f807385eba0ebc,a shooting planet,and shooting planet,0.3333333333333333,3,1.0,1.118
U_88fef8627b5d5b49,is that a silent e,is that a silent e,0.0,5,0.0,1.772
U_8907567df5bb5082,a cool realm,brown,1.0,3,3.0,0.783
U_890cb36a997da2e9,fork,fork,0.0,1,0.0,0.658
U_890e32639a9ebcb3,core,core,0.0,1,0.0,0.993
U_891686dc2f45c8d3,and then the second rabbit got a huge stomachache,and then the second rabbit got a huge stomachache,0.0,9,0.0,3.295
U_89190d6d662d8ac8,row,row,0.0,1,0.0,0.725
U_8920efaf12e05ed9,mm,mm,0.0,1,0.0,1.393
U_892646a23153abd3,chair,a chair,1.0,1,1.0,1.984
U_89265065a71d29b6,one day the the elephant was playing with a ball by the pool,one day the the elephant was playing with a ball by the pool,0.0,13,0.0,3.934
U_89266ebf054e45e3,slide,slide,0.0,1,0.0,1.045
U_893e04913c061d93,walks,yocks,1.0,1,1.0,0.614
U_893f6cf595611920,hammer,hammer,0.0,1,0.0,0.729
U_89470a586a2e89d0,ring,ring,0.0,1,0.0,1.038
U_8947c5f39abcb628,wait,wait,0.0,1,0.0,1.254
U_8954ca1d8a9e810a,he's getting dressed,he is getting dressed,0.0,3,0.0,1.671
U_89571273ac71a89e,it can teleport you to a realm,it can teleport you to a realm,0.0,7,0.0,4.976
U_8957291aa5bdd02b,spider,spider,0.0,1,0.0,1.105
U_895949999f117f2d,fork,four,1.0,1,1.0,0.648
U_896cf9bfff6ebc95,a djembe has a shell made of,a djembe has a shell made of,0.0,7,0.0,4.246
U_896d007188299f9f,year,year,0.0,1,0.0,0.764
U_89742daa836cd7b9,english,english,0.0,1,0.0,2.087
U_897b06f034519551,right,right,0.0,1,0.0,1.351
U_897c8e45c15977d7,graduate,graduate,0.0,1,0.0,1.698
U_898b2e4665137344,farm,farm,0.0,1,0.0,0.657
U_899adb5289a0f03d,rock,rock,0.0,1,0.0,0.987
U_899bdd48c64d833c,and then he climbed up the wall,and then he climbed up the wall,0.0,7,0.0,3.134
U_899f712862f6d4be,lion's don't really like water,lions don't really like water,0.2857142857142857,5,1.4285714285714284,2.296
U_89a682d0060f5c62,bracelet,bracelet,0.0,1,0.0,1.403
U_89abe9e5975eb90e,fur,fur,0.0,1,0.0,1.313
U_89b41479313df85c,put her in her crib,put her in her crib,0.0,5,0.0,3.746
U_89ba4c11b1f8591f,they said that,it's a dad,1.3333333333333333,3,4.0,1.392
U_89bc4303b587b32c,tart,tart,0.0,1,0.0,0.664
U_89cc273e59c8a041,now we have two cups,now we have two cups,0.0,5,0.0,1.273
U_89d02f8a29a04be3,an elephant meets a horse,an elephant meets a horse,0.0,5,0.0,3.024
U_89d427b722fac7dc,two snacks,two snacks,0.0,2,0.0,2.492
U_89d4a2b6dd01a651,she gave him five cents,she gave him five cents,0.0,5,0.0,1.585
U_89e24c8959987b1b,and somebody left the counter the like the counter thing the counter thing open,the like the counter thing the counter thing open,0.3571428571428571,14,5.0,9.283
U_89e611d016a2108b,purr,purr,0.0,1,0.0,0.841
U_8a00e8b119d8bd12,they weren't like the size of real tomatoes,they weren't like the size of real tomatoes,0.0,8,0.0,2.544
U_8a14f13845968867,trout,trout,0.0,1,0.0,1.046
U_8a1f894bb01250f4,two rocks,two rocks,0.0,2,0.0,1.383
U_8a2f57f0ce654b33,no,no,0.0,1,0.0,1.309
U_8a2ff925ef0de1ed,popcorn,popcorn,0.0,1,0.0,1.308
U_8a33904bbd98b237,trip,shrimp,1.0,1,1.0,1.008
U_8a356df70723caae,q quack,q quack,0.0,2,0.0,5.819
U_8a37d4b0c6a8b3bb,two pites,two pites,0.0,2,0.0,1.392
U_8a380972275a6900,no,yes,1.0,1,1.0,0.867
U_8a399b859e68cdd6,i like to draw,i like to draw,0.0,4,0.0,1.328
U_8a3e7bb1960791e5,then she can't go in the swim pool with a bandaid on,and she can't go in the swimming pool with a bandaid on,0.1538461538461538,12,1.8461538461538465,2.747
U_8a47e95a7d8b9e90,really,really,0.0,1,0.0,0.8
U_8a52dd771c9acb6d,and i start painting,and i start painting,0.0,4,0.0,2.512
U_8a546aef0ce37569,drums,lions,1.0,1,1.0,0.888
U_8a60d1c9a43defbc,run,run,0.0,1,0.0,0.965
U_8a6c85b13a6ed076,train,train,0.0,1,0.0,0.958
U_8a6df37d0fc8a194,because he has glasses,and the hosk,1.0,4,4.0,1.199
U_8a7fee71419c8760,he lives in madagascar,he lives in magasco,0.25,4,1.0,3.584
U_8a82c05561cccf11,first,first,0.0,1,0.0,1.29
U_8a93c40638555f14,telephone,telephone,0.0,1,0.0,0.912
U_8a93f722c9eb7059,and then he caught,and then you catch it,0.75,4,3.0,2.875
U_8a9748cb4b02d7dc,brother,brother,0.0,1,0.0,0.635
U_8a9e00fc2995f650,k koala,k koala,0.0,2,0.0,2.576
U_8aa2c8ac20a7bb31,uh,uh,0.0,1,0.0,3.066
U_8aab047bc91927af,but i don't know what it's called,but i don't know what it's called,0.0,7,0.0,1.939
U_8ab427d12a431d55,scarf,scarf,0.0,1,0.0,1.204
U_8abb06386d4b19ce,or me and my mommy,and my mommy,0.4,5,2.0,0.828
U_8ac437073e60911c,knife,knife,0.0,1,0.0,0.66
U_8ac55c2a92237e32,c cora,c cora,0.0,2,0.0,2.123
U_8ac991816a0ece47,oh right here,oh right here,0.0,3,0.0,1.04
U_8ad1444ebd21ef77,spaceships,spaceship,1.0,1,1.0,1.06
U_8ad334bbecd7092a,slide,slide,0.0,1,0.0,0.873
